Model,Percentage,MSE,MAE,RMSE
Simulated,,0.15805594966632477,0.32347433220895133,0.3975625103883976
Simulated,,0.09994122568734129,0.2608000561488783,0.3161348220100742
Simulated,,0.11011927380717915,0.25149655749467403,0.3318422423489498
Simulated,,0.16745135525710944,0.3372204782916005,0.4092082052661083
Simulated,,0.08048683228917336,0.22656358240187416,0.2837020131919641
Simulated,,0.03122753256194816,0.14269373117175646,0.1767131363593215
Simulated,,0.034104317192927815,0.14289380575718966,0.18467354221145976
Simulated,,0.04142085260589083,0.1655907879586861,0.20352113552624168
Simulated,,0.03890090039645266,0.1495175776027294,0.19723311181556877
Simulated,,0.028076261247780367,0.13452998950862527,0.16755972442022088
Simulated,,0.07066770843714361,0.21380142378370987,0.2658339866103347
Simulated,,0.04680345441441515,0.17734722682176995,0.21634106039865653
Simulated,,0.05849549380455353,0.1778216454494816,0.2418584168569569
Simulated,,0.06322157113371091,0.20359316131516142,0.25143900082069787
Simulated,,0.07635828306843725,0.21062771742096276,0.2763300256368049
Simulated,,0.03793951735945577,0.15507432219517486,0.1947806904173403
Simulated,,0.06434548420198061,0.1913589305353284,0.253664116898667
Simulated,,0.05083383416875934,0.1745557376588594,0.22546359832300944
Simulated,,0.0886301957141332,0.22871200293773802,0.2977082392446222
Simulated,,0.029147559725870357,0.14057570755393378,0.17072656420683444
Simulated,,0.07738749694616052,0.22321034478787402,0.2781860833078472
Simulated,,0.06742598736976331,0.19785922659774152,0.25966514469555463
Simulated,,0.12096497428025169,0.25886389014282335,0.3478001930422864
Simulated,,0.04662360557488001,0.16978937570312405,0.2159249998839412
Simulated,,0.050233444913644856,0.18252298996992578,0.2241281885744068
Simulated,,0.13794430237784847,0.2624557835601737,0.37140853837499277
Simulated,,0.04469567179982096,0.16370535415259696,0.21141350902868283
Simulated,,0.0643934285991273,0.2019332052023818,0.2537586030051539
Simulated,,0.04548623363966525,0.1707073149485425,0.2132750187895086
Simulated,,0.09112891236838311,0.22673760354758266,0.30187565713118225
Simulated,,0.04562340444244437,0.1768776107872082,0.2135963586825496
Simulated,,0.04587808456605923,0.16845866511868543,0.2141917005069506
Simulated,,0.04453303804253667,0.1736469113264844,0.2110285242391101
Simulated,,0.0856653914561849,0.24110007462422695,0.29268650713038497
Simulated,,0.2864026664791522,0.42329293998708706,0.535166017679703
Simulated,,0.20267455493094513,0.3658853502464819,0.45019390814508486
Simulated,,0.16172876757921978,0.27516818737113086,0.40215515361514365
Simulated,,0.0425460492660835,0.15851683392184038,0.20626693691933154
Simulated,,0.037276719194503365,0.16173639554019542,0.19307179802991262
Simulated,,0.09105062976305887,0.2396682582970076,0.3017459689259475
Simulated,,0.07714097681664492,0.22218431608436975,0.27774264493708006
Simulated,,0.18043794525843762,0.35787612503758287,0.4247798785941227
Simulated,,0.10544438457821943,0.2705934051863763,0.3247220112314831
Simulated,,0.05269029421523791,0.17932414673638156,0.22954366516033045
Simulated,,0.18888832927521726,0.3359999760999843,0.4346128498735596
Simulated,,0.08782346470353193,0.24675260156466777,0.29635023992487664
Simulated,,0.03186880383056171,0.1336962181008017,0.17851835712486744
Simulated,,0.027830302091276817,0.13559856085955863,0.16682416518980941
Simulated,,0.10237142760318477,0.2586850297807202,0.319955352515292
Simulated,,0.08365780199270417,0.2106311195368739,0.2892365848102625
Simulated,,0.0413960198877814,0.1638326460086766,0.20346011866648805
Simulated,,0.030030508430556897,0.1435960056277446,0.1732931286305285
Simulated,,0.1496053739957871,0.32693366514841254,0.38678853912155553
Simulated,,0.10586307639048836,0.2715020232310704,0.3253660652103848
Simulated,,0.13664288139954733,0.3070430645282208,0.3696523791341635
Simulated,,0.031596135985006386,0.13915796464694996,0.1777530196227518
Simulated,,0.04687794086504368,0.17395959073590953,0.21651314247648729
Simulated,,0.18002205566994758,0.3555333126181906,0.4242900607720473
Simulated,,0.05785230992249508,0.18871684371652128,0.24052507129714165
Simulated,,0.08120148295375114,0.2180009264460772,0.28495873903734054
Simulated,,0.12074042996804822,0.22017286799426497,0.3474772366185276
Simulated,,0.02665609459203179,0.13215010728221524,0.1632669427411189
Simulated,,0.03112879601231381,0.14399260128662353,0.17643354559809143
Simulated,,0.03600671242243826,0.15256141637963608,0.18975434757190218
Simulated,,0.06383115372246949,0.1984479901268567,0.2526482806639885
Simulated,,0.07563897872219,0.21958282071163168,0.2750254146841524
Simulated,,0.0513232153078491,0.1823770615960307,0.22654627630541424
Simulated,,0.04920162174150962,0.17901626018440098,0.2218143857857502
Simulated,,0.09029811340906972,0.23251968923156793,0.30049644491918653
Simulated,,0.05809357909379835,0.19404331542906583,0.2410260962920786
Simulated,,0.04207958240814804,0.1719295714695814,0.20513308462592778
Simulated,,0.06801365752593846,0.21417860974939631,0.26079428200391674
Simulated,,0.0366355641082163,0.14742366739577673,0.19140419041446374
Simulated,,0.04936839782902237,0.16481944439440377,0.2221900038908645
Simulated,,0.08001573973923691,0.2255222366177885,0.2828705352970452
